seqid	assembly	chromosome	start	end	strand	geneID	hsfamily	lsfamily
Os01t0138232-00	IRGSP-1.0	1	2048615	2049566	-1	Os01g0138232	3065	2898
Os01t0138300-02	IRGSP-1.0	1	2048745	2052470	1	Os01g0138300	11	1
Os01t0138400-01	IRGSP-1.0	1	2053583	2057636	1	Os01g0138400	11	1
Os01t0138451-00	IRGSP-1.0	1	2053618	2054336	-1	Os01g0138451	0	0
Os01t0138500-01	IRGSP-1.0	1	2059309	2062226	1	Os01g0138500	340	491
Os01t0138600-01	IRGSP-1.0	1	2063615	2065995	-1	Os01g0138600	3069	2007
Os01t0138800-01	IRGSP-1.0	1	2071843	2073609	1	Os01g0138800	0	0
Os01t0138900-01	IRGSP-1.0	1	2074795	2077903	-1	Os01g0138900	0	0
Os01t0139000-00	IRGSP-1.0	1	2080112	2081303	1	Os01g0139000	1896	272
Os01t0139200-01	IRGSP-1.0	1	2084490	2087203	-1	Os01g0139200	278	419
Os01t0139600-01	IRGSP-1.0	1	2097192	2100692	1	Os01g0139600	551	777
Os01t0139700-01	IRGSP-1.0	1	2102113	2102672	-1	Os01g0139700	0	0
Os01t0139900-01	IRGSP-1.0	1	2108961	2109677	-1	Os01g0139900	0	2008
Os01t0140100-01	IRGSP-1.0	1	2120489	2122320	1	Os01g0140100	718	27
Os01t0140400-02	IRGSP-1.0	1	2131433	2137293	1	Os01g0140400	0	2
Os01t0140500-01	IRGSP-1.0	1	2137800	2138539	1	Os01g0140500	1897	2009
Os01t0140700-00	IRGSP-1.0	1	2154326	2155279	1	Os01g0140700	92	60
Os01t0141000-01	IRGSP-1.0	1	2202278	2203787	1	Os01g0141000	92	60
Os01t0141100-01	IRGSP-1.0	1	2215662	2222812	-1	Os01g0141100	719	35
Os01t0141150-00	IRGSP-1.0	1	2216130	2222523	1	Os01g0141150	0	0
Os01t0141300-00	IRGSP-1.0	1	2226409	2229526	-1	Os01g0141300	719	35
Os01t0141450-00	IRGSP-1.0	1	2226816	2229461	1	Os01g0141450	1898	1165
Os01t0141600-01	IRGSP-1.0	1	2245732	2250435	1	Os01g0141600	0	1484
Os01t0141700-01	IRGSP-1.0	1	2250838	2255073	-1	Os01g0141700	0	165
Os01t0141900-01	IRGSP-1.0	1	2261501	2266230	1	Os01g0141900	0	780
Os01t0142100-01	IRGSP-1.0	1	2266281	2271051	-1	Os01g0142100	0	0
Os01t0142200-01	IRGSP-1.0	1	2271163	2273724	1	Os01g0142200	0	0
Os01t0142300-01	IRGSP-1.0	1	2275239	2278757	1	Os01g0142300	1899	1485
Os01t0142500-01	IRGSP-1.0	1	2281913	2284775	-1	Os01g0142500	75	72
Os01t0142600-01	IRGSP-1.0	1	2292239	2294340	1	Os01g0142600	0	0
Os01t0142800-01	IRGSP-1.0	1	2294904	2298329	1	Os01g0142800	219	15
Os01t0142875-00	IRGSP-1.0	1	2296049	2297950	-1	Os01g0142875	3071	929
Os01t0142950-01	IRGSP-1.0	1	2338166	2342048	-1	Os01g0142950	0	0
Os01t0143100-01	IRGSP-1.0	1	2350069	2353502	-1	Os01g0143100	1900	179
Os01t0143300-01	IRGSP-1.0	1	2357871	2360437	-1	Os01g0143300	3073	932
Os01t0143350-00	IRGSP-1.0	1	2358098	2360393	1	Os01g0143350	0	0
Os01t0143400-00	IRGSP-1.0	1	2361799	2363814	-1	Os01g0143400	0	2893
Os01t0143700-00	IRGSP-1.0	1	2372323	2374066	-1	Os01g0143700	3073	932
Os01t0143750-00	IRGSP-1.0	1	2372336	2374091	1	Os01g0143750	0	0
Os01t0143800-01	IRGSP-1.0	1	2374541	2376761	-1	Os01g0143800	0	932
Os01t0143900-01	IRGSP-1.0	1	2377369	2377984	-1	Os01g0143900	0	1487
Os01t0144000-01	IRGSP-1.0	1	2378825	2382584	-1	Os01g0144000	0	0
Os01t0144100-01	IRGSP-1.0	1	2383611	2385593	-1	Os01g0144100	0	1168
Os01t0144200-01	IRGSP-1.0	1	2386373	2388597	1	Os01g0144200	1901	2014
Os01t0144300-01	IRGSP-1.0	1	2388605	2390483	-1	Os01g0144300	3074	2904
Os01t0144340-00	IRGSP-1.0	1	2391464	2397295	-1	Os01g0144340	0	249
Os01t0144380-01	IRGSP-1.0	1	2393483	2398292	1	Os01g0144380	0	0
Os01t0144500-00	IRGSP-1.0	1	2400945	2402336	-1	Os01g0144500	1302	1169
Os01t0144600-01	IRGSP-1.0	1	2403276	2405947	1	Os01g0144600	0	0
Os01t0144700-01	IRGSP-1.0	1	2406475	2408051	1	Os01g0144700	0	0
Os01t0144800-01	IRGSP-1.0	1	2414271	2415072	1	Os01g0144800	1303	1488
Os01t0144900-01	IRGSP-1.0	1	2416643	2418825	1	Os01g0144900	0	0
Os01t0145000-00	IRGSP-1.0	1	2422347	2422682	1	Os01g0145000	1303	1488
Os01t0145200-01	IRGSP-1.0	1	2434793	2438772	1	Os01g0145200	1303	1488
Os01t0145600-01	IRGSP-1.0	1	2453742	2456495	1	Os01g0145600	3075	2905
Os01t0146101-01	IRGSP-1.0	1	2488413	2491357	1	Os01g0146101	3075	2905
Os01t0146200-01	IRGSP-1.0	1	2500280	2501248	1	Os01g0146200	1303	1488
Os01t0146600-01	IRGSP-1.0	1	2530890	2531390	-1	Os01g0146600	0	0
Os01t0146801-00	IRGSP-1.0	1	2541950	2542484	-1	Os01g0146801	3076	2906
Os01t0147001-00	IRGSP-1.0	1	2550946	2551461	1	Os01g0147001	0	326
Os01t0147200-02	IRGSP-1.0	1	2560917	2562589	1	Os01g0147200	0	934
Os01t0147250-01	IRGSP-1.0	1	2566663	2569855	-1	Os01g0147250	0	0
Os01t0147300-01	IRGSP-1.0	1	2568051	2570029	1	Os01g0147300	552	327
Os01t0147400-00	IRGSP-1.0	1	2570072	2571010	-1	Os01g0147400	3077	425
Os01t0147600-00	IRGSP-1.0	1	2573049	2577415	-1	Os01g0147600	0	0
Os01t0147700-01	IRGSP-1.0	1	2579565	2583575	-1	Os01g0147700	3077	425
Os01t0147800-01	IRGSP-1.0	1	2584986	2587547	-1	Os01g0147800	0	782
Os01t0147850-00	IRGSP-1.0	1	2585294	2585668	1	Os01g0147850	0	0
Os01t0147900-01	IRGSP-1.0	1	2589835	2593568	-1	Os01g0147900	1304	1489
Os01t0148000-00	IRGSP-1.0	1	2599732	2603593	1	Os01g0148000	0	0
Os01t0148050-01	IRGSP-1.0	1	2605614	2612731	1	Os01g0148050	0	0
Os01t0148100-01	IRGSP-1.0	1	2613672	2623190	-1	Os01g0148100	0	1170
Os01t0148200-01	IRGSP-1.0	1	2629374	2630050	1	Os01g0148200	0	0
Os01t0148400-01	IRGSP-1.0	1	2632618	2637829	1	Os01g0148400	0	0
Os01t0148500-01	IRGSP-1.0	1	2641000	2644665	-1	Os01g0148500	0	428
Os01t0148700-02	IRGSP-1.0	1	2652686	2655523	1	Os01g0148700	1902	428
Os01t0149200-01	IRGSP-1.0	1	2665085	2668967	-1	Os01g0149200	0	0
Os01t0149350-00	IRGSP-1.0	1	2669251	2674068	-1	Os01g0149350	3078	70
Os01t0149400-00	IRGSP-1.0	1	2674414	2674683	1	Os01g0149400	0	0
Os01t0149500-01	IRGSP-1.0	1	2681220	2686364	-1	Os01g0149500	3078	70
Os01t0149600-01	IRGSP-1.0	1	2686729	2687456	1	Os01g0149600	108	273
Os01t0149700-00	IRGSP-1.0	1	2688460	2692024	-1	Os01g0149700	721	2
Os01t0149750-00	IRGSP-1.0	1	2688638	2691961	1	Os01g0149750	3079	2909
Os01t0149800-01	IRGSP-1.0	1	2693231	2695079	-1	Os01g0149800	220	302
Os01t0149900-01	IRGSP-1.0	1	2699128	2703491	-1	Os01g0149900	0	783
Os01t0150000-01	IRGSP-1.0	1	2707624	2711422	-1	Os01g0150000	0	1490
Os01t0150100-01	IRGSP-1.0	1	2713300	2717425	1	Os01g0150100	0	1171
Os01t0150200-02	IRGSP-1.0	1	2718042	2721203	1	Os01g0150200	722	667
Os01t0150400-00	IRGSP-1.0	1	2722605	2726163	1	Os01g0150400	722	667
Os01t0150500-00	IRGSP-1.0	1	2727751	2736707	1	Os01g0150500	722	667
Os01t0150700-00	IRGSP-1.0	1	2731396	2736842	-1	Os01g0150700	3080	2911
Os01t0150800-01	IRGSP-1.0	1	2742507	2747439	1	Os01g0150800	722	667
Os01t0150900-01	IRGSP-1.0	1	2752144	2761554	1	Os01g0150900	0	667
Os01t0150950-00	IRGSP-1.0	1	2753663	2755342	1	Os01g0150950	3081	2912
Os01t0151100-01	IRGSP-1.0	1	2765779	2768602	1	Os01g0151100	1903	2015
Os01t0151200-02	IRGSP-1.0	1	2771564	2774100	1	Os01g0151200	3082	2913
Os01t0151400-01	IRGSP-1.0	1	2776973	2781723	1	Os01g0151400	1904	2016
Os01t0151500-00	IRGSP-1.0	1	2783189	2790377	1	Os01g0151500	1904	2016
Os01t0151600-01	IRGSP-1.0	1	2791418	2795857	1	Os01g0151600	0	0
Os01t0151700-01	IRGSP-1.0	1	2800516	2803701	1	Os01g0151700	553	372
Os01t0151750-00	IRGSP-1.0	1	2801825	2802125	-1	Os01g0151750	1906	2017
Os01t0151900-01	IRGSP-1.0	1	2805586	2808152	1	Os01g0151900	0	1491
Os01t0152000-01	IRGSP-1.0	1	2810313	2815017	1	Os01g0152000	721	2
Os01t0152050-00	IRGSP-1.0	1	2811498	2819553	-1	Os01g0152050	0	125
Os01t0152100-00	IRGSP-1.0	1	2815148	2816554	-1	Os01g0152100	1305	2019
Os01t0152200-00	IRGSP-1.0	1	2817650	2818897	-1	Os01g0152200	1305	2019
Os01t0152300-00	IRGSP-1.0	1	2820074	2820744	-1	Os01g0152300	108	273
Os01t0152500-00	IRGSP-1.0	1	2826116	2828930	-1	Os01g0152500	0	2021
Os01t0152600-00	IRGSP-1.0	1	2830325	2833623	1	Os01g0152600	721	2
Os01t0152687-00	IRGSP-1.0	1	2835281	2836233	1	Os01g0152687	721	2
Os01t0152700-01	IRGSP-1.0	1	2837892	2838171	-1	Os01g0152700	108	273
Os01t0152800-01	IRGSP-1.0	1	2839934	2843512	1	Os01g0152800	721	2
Os01t0152850-00	IRGSP-1.0	1	2840037	2843293	-1	Os01g0152850	3079	2909
Os01t0152900-00	IRGSP-1.0	1	2844503	2845212	-1	Os01g0152900	108	273
Os01t0152950-00	IRGSP-1.0	1	2847554	2848849	-1	Os01g0152950	1305	2019
Os01t0152951-00	IRGSP-1.0	1	2849160	2851689	1	Os01g0152951	0	374
Os01t0153000-00	IRGSP-1.0	1	2851954	2855225	1	Os01g0153000	721	2
Os01t0153050-00	IRGSP-1.0	1	2851988	2855214	-1	Os01g0153050	0	125
Os01t0153100-00	IRGSP-1.0	1	2857382	2858128	-1	Os01g0153100	108	273
Os01t0153150-01	IRGSP-1.0	1	2859098	2864539	1	Os01g0153150	3084	2915
Os01t0153200-00	IRGSP-1.0	1	2862774	2863569	-1	Os01g0153200	0	936
Os01t0153250-00	IRGSP-1.0	1	2864276	2867341	-1	Os01g0153250	0	12
Os01t0153275-00	IRGSP-1.0	1	2864726	2867411	1	Os01g0153275	0	0
Os01t0153300-00	IRGSP-1.0	1	2872115	2872826	1	Os01g0153300	108	273
Os01t0153400-01	IRGSP-1.0	1	2877647	2882523	1	Os01g0153400	0	2023
Os01t0153500-00	IRGSP-1.0	1	2885392	2886301	1	Os01g0153500	431	250
Os01t0153550-00	IRGSP-1.0	1	2885449	2886073	-1	Os01g0153550	1306	1173
Os01t0153600-00	IRGSP-1.0	1	2887060	2888434	-1	Os01g0153600	431	250
Os01t0153625-00	IRGSP-1.0	1	2887717	2888430	1	Os01g0153625	1306	1173
Os01t0153700-01	IRGSP-1.0	1	2892920	2894707	-1	Os01g0153700	723	670
Os01t0153800-00	IRGSP-1.0	1	2896841	2897944	1	Os01g0153800	432	47
Os01t0153900-00	IRGSP-1.0	1	2899057	2899947	-1	Os01g0153900	431	250
Os01t0153950-00	IRGSP-1.0	1	2901602	2902192	-1	Os01g0153950	431	250
Os01t0154000-01	IRGSP-1.0	1	2903069	2903970	-1	Os01g0154000	0	0
Os01t0154100-00	IRGSP-1.0	1	2907071	2907926	-1	Os01g0154100	431	250
Os01t0154200-00	IRGSP-1.0	1	2920425	2921321	-1	Os01g0154200	431	250
Os01t0154250-00	IRGSP-1.0	1	2920641	2921282	1	Os01g0154250	1306	1173
Os01t0154300-00	IRGSP-1.0	1	2922561	2924802	1	Os01g0154300	1908	250
Os01t0154500-01	IRGSP-1.0	1	2925935	2928765	1	Os01g0154500	1908	250
Os01t0154600-01	IRGSP-1.0	1	2930802	2932886	1	Os01g0154600	1908	250
Os01t0154950-01	IRGSP-1.0	1	2954510	2956849	1	Os01g0154950	0	0
Os01t0155000-02	IRGSP-1.0	1	2957166	2958439	-1	Os01g0155000	432	47
Os01t0155200-00	IRGSP-1.0	1	2962422	2964972	-1	Os01g0155200	36	1
Os01t0155300-00	IRGSP-1.0	1	2966314	2967346	1	Os01g0155300	3086	91
Os01t0155400-01	IRGSP-1.0	1	2971130	2977009	-1	Os01g0155400	0	2025
Os01t0155500-01	IRGSP-1.0	1	2982542	2986094	1	Os01g0155500	545	1
Os01t0155600-02	IRGSP-1.0	1	2986329	2989246	-1	Os01g0155600	954	165
Os01t0155800-01	IRGSP-1.0	1	2999576	3001139	1	Os01g0155800	0	0
Os01t0156000-01	IRGSP-1.0	1	3003860	3005728	-1	Os01g0156000	433	72
Os01t0156300-01	IRGSP-1.0	1	3013915	3014751	-1	Os01g0156300	0	2027
Os01t0157200-01	IRGSP-1.0	1	3031479	3033009	1	Os01g0157200	3087	1498
Os01t0157400-00	IRGSP-1.0	1	3035059	3035716	1	Os01g0157400	0	1498
Os01t0157500-00	IRGSP-1.0	1	3036690	3037397	-1	Os01g0157500	0	0
Os01t0157600-01	IRGSP-1.0	1	3037689	3038708	1	Os01g0157600	0	1498
Os01t0157700-00	IRGSP-1.0	1	3039286	3039984	1	Os01g0157700	955	326
Os01t0157800-01	IRGSP-1.0	1	3041480	3044346	-1	Os01g0157800	1909	2028
Os01t0157900-01	IRGSP-1.0	1	3044488	3047128	1	Os01g0157900	0	276
Os01t0158000-01	IRGSP-1.0	1	3047432	3052194	1	Os01g0158000	0	916
Os01t0158100-01	IRGSP-1.0	1	3052241	3053151	-1	Os01g0158100	0	1177
Os01t0158200-01	IRGSP-1.0	1	3054481	3057198	1	Os01g0158200	342	57
Os01t0158400-01	IRGSP-1.0	1	3058565	3059717	-1	Os01g0158400	0	269
Os01t0158500-01	IRGSP-1.0	1	3060978	3066135	1	Os01g0158500	3088	2919
Os01t0158533-00	IRGSP-1.0	1	3061751	3065924	-1	Os01g0158533	0	0
Os01t0158566-00	IRGSP-1.0	1	3067332	3067968	1	Os01g0158566	0	0
Os01t0158600-01	IRGSP-1.0	1	3067950	3071237	-1	Os01g0158600	133	123
Os01t0158800-00	IRGSP-1.0	1	3079533	3084696	-1	Os01g0158800	221	332
Os01t0158900-02	IRGSP-1.0	1	3085626	3087814	-1	Os01g0158900	0	2920
Os01t0159000-01	IRGSP-1.0	1	3091435	3092698	-1	Os01g0159000	0	28
Os01t0159200-01	IRGSP-1.0	1	3097415	3098160	-1	Os01g0159200	555	126
Os01t0159250-00	IRGSP-1.0	1	3097610	3098332	1	Os01g0159250	0	0
Os01t0159300-01	IRGSP-1.0	1	3100294	3105226	-1	Os01g0159300	426	4
Os01t0159400-01	IRGSP-1.0	1	3108117	3113940	-1	Os01g0159400	956	789
Os01t0159500-01	IRGSP-1.0	1	3122888	3124051	1	Os01g0159500	185	278
Os01t0159600-01	IRGSP-1.0	1	3124369	3125331	-1	Os01g0159600	3089	2922
Os01t0159800-01	IRGSP-1.0	1	3129056	3130649	1	Os01g0159800	343	8
Os01t0160100-01	IRGSP-1.0	1	3136320	3140217	-1	Os01g0160100	724	941
Os01t0160150-00	IRGSP-1.0	1	3136504	3140130	1	Os01g0160150	0	0
Os01t0160200-02	IRGSP-1.0	1	3143601	3146812	-1	Os01g0160200	133	123
Os01t0160700-00	IRGSP-1.0	1	3182139	3185207	1	Os01g0160700	133	123
Os01t0160800-01	IRGSP-1.0	1	3189117	3190330	-1	Os01g0160800	3090	2031
Os01t0161000-00	IRGSP-1.0	1	3201220	3204252	1	Os01g0161000	133	123
Os01t0161200-01	IRGSP-1.0	1	3222100	3226518	-1	Os01g0161200	0	0
Os01t0161300-00	IRGSP-1.0	1	3222303	3225613	1	Os01g0161300	947	123
Os01t0162001-00	IRGSP-1.0	1	3243674	3244422	-1	Os01g0162001	0	0
Os01t0162101-00	IRGSP-1.0	1	3244945	3245443	-1	Os01g0162101	1308	790
Os01t0162200-00	IRGSP-1.0	1	3251426	3252724	1	Os01g0162200	0	123
Os01t0162300-01	IRGSP-1.0	1	3256822	3257901	1	Os01g0162300	947	123
Os01t0162400-01	IRGSP-1.0	1	3257944	3258889	1	Os01g0162400	0	0
Os01t0162500-01	IRGSP-1.0	1	3259516	3262661	1	Os01g0162500	133	123
Os01t0162701-01	IRGSP-1.0	1	3272800	3274386	-1	Os01g0162701	0	0
Os01t0162800-00	IRGSP-1.0	1	3272839	3276375	1	Os01g0162800	947	123
Os01t0162900-01	IRGSP-1.0	1	3282977	3284997	-1	Os01g0162900	0	2924
Os01t0163000-01	IRGSP-1.0	1	3283266	3286357	1	Os01g0163000	133	123
Os01t0163450-01	IRGSP-1.0	1	3291241	3293494	1	Os01g0163450	0	0
Os01t0163616-00	IRGSP-1.0	1	3293852	3294105	-1	Os01g0163616	0	0
Os01t0164075-00	IRGSP-1.0	1	3312670	3313206	-1	Os01g0164075	3092	1499
Os01t0164300-00	IRGSP-1.0	1	3320451	3321035	-1	Os01g0164300	3092	1499
Os01t0164400-01	IRGSP-1.0	1	3324235	3327122	1	Os01g0164400	0	1501
Os01t0164500-01	IRGSP-1.0	1	3328572	3331963	-1	Os01g0164500	0	39
Os01t0164600-01	IRGSP-1.0	1	3332952	3336035	-1	Os01g0164600	0	942
Os01t0164700-01	IRGSP-1.0	1	3336250	3343220	1	Os01g0164700	0	0
Os01t0164800-01	IRGSP-1.0	1	3343531	3346705	-1	Os01g0164800	0	0
Os01t0164900-01	IRGSP-1.0	1	3351926	3355066	-1	Os01g0164900	0	45
Os01t0165000-01	IRGSP-1.0	1	3356383	3358426	1	Os01g0165000	2	9
Os01t0165100-02	IRGSP-1.0	1	3358534	3360674	-1	Os01g0165100	0	2926
Os01t0165200-02	IRGSP-1.0	1	3362001	3364942	-1	Os01g0165200	0	497
Os01t0165600-00	IRGSP-1.0	1	3376592	3377212	1	Os01g0165600	344	484
Os01t0165800-01	IRGSP-1.0	1	3386766	3390803	-1	Os01g0165800	0	786
Os01t0166100-01	IRGSP-1.0	1	3397441	3400487	1	Os01g0166100	957	1179
Os01t0166200-01	IRGSP-1.0	1	3401204	3402049	-1	Os01g0166200	0	0
Os01t0166300-00	IRGSP-1.0	1	3402088	3403488	1	Os01g0166300	957	1179
Os01t0166400-02	IRGSP-1.0	1	3405466	3407642	1	Os01g0166400	3093	2929
Os01t0166500-02	IRGSP-1.0	1	3414866	3415943	-1	Os01g0166500	186	498
Os01t0166700-01	IRGSP-1.0	1	3422373	3425500	1	Os01g0166700	0	1502
Os01t0166800-01	IRGSP-1.0	1	3425794	3429573	-1	Os01g0166800	0	0
Os01t0167100-01	IRGSP-1.0	1	3431609	3433317	1	Os01g0167100	0	0
Os01t0167400-01	IRGSP-1.0	1	3445220	3446488	1	Os01g0167400	3090	2031
Os01t0167500-01	IRGSP-1.0	1	3446940	3450180	-1	Os01g0167500	725	333
Os01t0167600-00	IRGSP-1.0	1	3454882	3456059	1	Os01g0167600	0	0
Os01t0167700-01	IRGSP-1.0	1	3456869	3464952	-1	Os01g0167700	0	0
Os01t0167750-00	IRGSP-1.0	1	3465634	3467560	-1	Os01g0167750	0	12
Os01t0167800-01	IRGSP-1.0	1	3467858	3472105	-1	Os01g0167800	0	0
Os01t0167900-01	IRGSP-1.0	1	3473846	3477048	-1	Os01g0167900	959	675
Os01t0168000-01	IRGSP-1.0	1	3478537	3478978	-1	Os01g0168000	0	0
Os01t0168100-02	IRGSP-1.0	1	3479396	3480825	-1	Os01g0168100	3095	2930
Os01t0168200-01	IRGSP-1.0	1	3489348	3491991	-1	Os01g0168200	3096	431
Os01t0168300-01	IRGSP-1.0	1	3493411	3496559	-1	Os01g0168300	0	0
Os01t0168400-01	IRGSP-1.0	1	3501094	3504775	1	Os01g0168400	1882	4
Os01t0168450-00	IRGSP-1.0	1	3501187	3504618	-1	Os01g0168450	0	0
Os01t0168500-01	IRGSP-1.0	1	3505759	3510343	1	Os01g0168500	1913	1506
Os01t0168600-01	IRGSP-1.0	1	3511944	3515900	1	Os01g0168600	150	109
Os01t0168800-01	IRGSP-1.0	1	3516766	3519077	-1	Os01g0168800	0	378
Os01t0168850-01	IRGSP-1.0	1	3518372	3519175	1	Os01g0168850	0	0
Os01t0169000-00	IRGSP-1.0	1	3520944	3521309	1	Os01g0169000	0	0
Os01t0169400-01	IRGSP-1.0	1	3551051	3553146	-1	Os01g0169400	48	131
Os01t0169500-01	IRGSP-1.0	1	3559811	3574278	-1	Os01g0169500	0	0
Os01t0169800-01	IRGSP-1.0	1	3577473	3581859	-1	Os01g0169800	3097	1182
Os01t0169900-01	IRGSP-1.0	1	3591827	3596152	-1	Os01g0169900	3098	1183
Os01t0170000-01	IRGSP-1.0	1	3598451	3599668	-1	Os01g0170000	434	501
Os01t0170051-00	IRGSP-1.0	1	3598662	3601908	1	Os01g0170051	0	2934
Os01t0170100-01	IRGSP-1.0	1	3611353	3615657	1	Os01g0170100	3099	502
Os01t0170300-01	IRGSP-1.0	1	3621211	3625338	1	Os01g0170300	727	2
Os01t0170500-01	IRGSP-1.0	1	3633290	3639159	-1	Os01g0170500	151	127
Os01t0170600-02	IRGSP-1.0	1	3645512	3650691	1	Os01g0170600	0	0
Os01t0170700-01	IRGSP-1.0	1	3652273	3656479	1	Os01g0170700	0	1507
Os01t0170800-01	IRGSP-1.0	1	3661688	3664199	1	Os01g0170800	0	12
Os01t0170900-01	IRGSP-1.0	1	3665042	3666044	-1	Os01g0170900	93	2936
Os01t0171000-02	IRGSP-1.0	1	3667525	3672784	-1	Os01g0171000	46	2
Os01t0171100-00	IRGSP-1.0	1	3678431	3680909	-1	Os01g0171100	0	41
Os01t0171200-01	IRGSP-1.0	1	3681798	3687409	-1	Os01g0171200	0	0
Os01t0171800-01	IRGSP-1.0	1	3696155	3699718	-1	Os01g0171800	3100	1510
Os01t0172000-01	IRGSP-1.0	1	3705424	3708989	-1	Os01g0172000	0	0
Os01t0172100-01	IRGSP-1.0	1	3711212	3713653	1	Os01g0172100	1310	499
Os01t0172200-01	IRGSP-1.0	1	3713740	3718631	-1	Os01g0172200	729	39
Os01t0172300-01	IRGSP-1.0	1	3720138	3723145	-1	Os01g0172300	0	2037
Os01t0172400-01	IRGSP-1.0	1	3725174	3728791	-1	Os01g0172400	435	304
Os01t0172600-01	IRGSP-1.0	1	3732525	3734022	1	Os01g0172600	94	11
Os01t0172701-00	IRGSP-1.0	1	3732983	3733967	-1	Os01g0172701	1311	2038
Os01t0172800-01	IRGSP-1.0	1	3735961	3736782	1	Os01g0172800	3101	2937
Os01t0172900-00	IRGSP-1.0	1	3737752	3740685	1	Os01g0172900	0	116
Os01t0173000-01	IRGSP-1.0	1	3737904	3742067	-1	Os01g0173000	0	0
Os01t0173100-01	IRGSP-1.0	1	3742778	3744461	-1	Os01g0173100	1312	1511
Os01t0173600-00	IRGSP-1.0	1	3779634	3782002	1	Os01g0173600	1313	1186
Os01t0173900-01	IRGSP-1.0	1	3804672	3810720	1	Os01g0173900	730	190
Os01t0174000-00	IRGSP-1.0	1	3811287	3812735	-1	Os01g0174000	1916	28
Os01t0174100-01	IRGSP-1.0	1	3818050	3818753	-1	Os01g0174100	1917	1187
Os01t0174200-01	IRGSP-1.0	1	3819099	3819782	-1	Os01g0174200	0	0
Os01t0174300-02	IRGSP-1.0	1	3820189	3824433	-1	Os01g0174300	0	202
Os01t0174400-01	IRGSP-1.0	1	3825669	3829404	1	Os01g0174400	0	0
Os01t0174500-01	IRGSP-1.0	1	3827045	3830326	-1	Os01g0174500	222	335
Os01t0174600-01	IRGSP-1.0	1	3830492	3831846	-1	Os01g0174600	961	151
Os01t0174700-03	IRGSP-1.0	1	3835421	3836808	-1	Os01g0174700	41	63
Os01t0174900-01	IRGSP-1.0	1	3842779	3845436	1	Os01g0174900	3103	1181
Os01t0175000-02	IRGSP-1.0	1	3846284	3850183	-1	Os01g0175000	963	947
Os01t0175100-01	IRGSP-1.0	1	3855147	3856033	-1	Os01g0175100	3104	2939
Os01t0175400-01	IRGSP-1.0	1	3870734	3874321	-1	Os01g0175400	1920	41
Os01t0175500-01	IRGSP-1.0	1	3875771	3877745	1	Os01g0175500	3105	1469
Os01t0175600-01	IRGSP-1.0	1	3878164	3884017	-1	Os01g0175600	1316	1516
Os01t0175633-00	IRGSP-1.0	1	3878702	3882875	1	Os01g0175633	3106	2941
Os01t0175700-01	IRGSP-1.0	1	3894296	3898729	-1	Os01g0175700	1316	1516
Os01t0175733-00	IRGSP-1.0	1	3894637	3898734	1	Os01g0175733	3106	2941
Os01t0175850-00	IRGSP-1.0	1	3914804	3916283	-1	Os01g0175850	1318	5
Os01t0176000-01	IRGSP-1.0	1	3917918	3920432	1	Os01g0176000	1319	5
Os01t0176050-00	IRGSP-1.0	1	3918125	3920244	-1	Os01g0176050	3108	2041
Os01t0176100-00	IRGSP-1.0	1	3921356	3923134	1	Os01g0176100	1319	5
Os01t0176150-00	IRGSP-1.0	1	3921411	3921821	-1	Os01g0176150	3108	2041
Os01t0176200-02	IRGSP-1.0	1	3924427	3926323	1	Os01g0176200	1319	5
Os01t0176300-00	IRGSP-1.0	1	3926661	3929467	-1	Os01g0176300	731	3
Os01t0176400-01	IRGSP-1.0	1	3938234	3939192	1	Os01g0176400	282	98
Os01t0176500-01	IRGSP-1.0	1	3939133	3942405	-1	Os01g0176500	0	0
Os01t0176700-01	IRGSP-1.0	1	3953043	3955442	1	Os01g0176700	10	34
Os01t0176751-00	IRGSP-1.0	1	3953070	3954170	-1	Os01g0176751	0	0
Os01t0176800-01	IRGSP-1.0	1	3958210	3962124	1	Os01g0176800	0	1517
Os01t0176900-00	IRGSP-1.0	1	3958628	3963625	-1	Os01g0176900	965	1189
Os01t0177100-02	IRGSP-1.0	1	3976431	3984909	1	Os01g0177100	438	503
Os01t0177200-01	IRGSP-1.0	1	3986647	3995398	1	Os01g0177200	0	1192
Os01t0177400-01	IRGSP-1.0	1	4003659	4004887	-1	Os01g0177400	1921	16
Os01t0177500-00	IRGSP-1.0	1	4003779	4004759	1	Os01g0177500	0	0
Os01t0177900-02	IRGSP-1.0	1	4033754	4036223	-1	Os01g0177900	29	81
Os01t0178000-02	IRGSP-1.0	1	4051898	4054218	-1	Os01g0178000	0	1521
Os01t0178100-01	IRGSP-1.0	1	4059510	4063188	1	Os01g0178100	0	2944
Os01t0178200-00	IRGSP-1.0	1	4064068	4066014	1	Os01g0178200	3109	2042
Os01t0178300-01	IRGSP-1.0	1	4066347	4067319	-1	Os01g0178300	1320	1523
Os01t0178400-01	IRGSP-1.0	1	4068636	4070331	-1	Os01g0178400	558	585
Os01t0178500-02	IRGSP-1.0	1	4073916	4076438	-1	Os01g0178500	76	99
Os01t0178600-00	IRGSP-1.0	1	4081140	4082680	1	Os01g0178600	3110	27
Os01t0178700-01	IRGSP-1.0	1	4091073	4094814	1	Os01g0178700	426	4
Os01t0178850-00	IRGSP-1.0	1	4099317	4099593	1	Os01g0178850	82	236
Os01t0178900-01	IRGSP-1.0	1	4106828	4108508	1	Os01g0178900	0	18
