seqid	assembly	chromosome	start	end	strand	geneID
Os04t0583500-02	IRGSP-1.0	4	29485142	29488519	1	Os04g0583500
Os04t0583500-01	IRGSP-1.0	4	29485142	29488557	1	Os04g0583500
Os02t0821800-02	IRGSP-1.0	2	35271805	35274777	1	Os02g0821800
Os02t0821800-01	IRGSP-1.0	2	35271599	35274767	1	Os02g0821800
Os10t0326900-00	IRGSP-1.0	10	9088337	9090418	-1	Os10g0326900
Os04t0412900-01	IRGSP-1.0	4	20398097	20405746	1	Os04g0412900
Os04t0596500-02	IRGSP-1.0	4	30085471	30093452	-1	Os04g0596500
Os03t0375900-01	IRGSP-1.0	3	14836140	14838125	-1	Os03g0375900
Os03t0374500-00	IRGSP-1.0	3	14739099	14741603	-1	Os03g0374500
Os03t0222800-01	IRGSP-1.0	3	6424393	6426901	1	Os03g0222800
Os03t0780400-01	IRGSP-1.0	3	32360719	32363837	-1	Os03g0780400
Os05t0177000-01	IRGSP-1.0	5	4610870	4612674	1	Os05g0177000
Os01t0757900-01	IRGSP-1.0	1	31836076	31839761	-1	Os01g0757900
Os08t0123833-00	IRGSP-1.0	8	1301245	1303225	1	Os08g0123833
Os03t0266800-01	IRGSP-1.0	3	8827752	8833517	1	Os03g0266800
Os03t0266800-02	IRGSP-1.0	3	8830812	8833478	1	Os03g0266800
Os10t0477800-01	IRGSP-1.0	10	17857988	17872546	1	Os10g0477800
Os10t0477800-02	IRGSP-1.0	10	17859801	17867055	1	Os10g0477800
Os10t0536700-01	IRGSP-1.0	10	20900132	20902329	1	Os10g0536700
Os04t0464300-01	IRGSP-1.0	4	23178597	23179635	1	Os04g0464300
Os05t0510100-01	IRGSP-1.0	5	25266272	25267148	1	Os05g0510100
Os09t0550600-00	IRGSP-1.0	9	21779201	21782486	-1	Os09g0550600
Os07t0198300-01	IRGSP-1.0	7	5313828	5318057	1	Os07g0198300
Os03t0778000-01	IRGSP-1.0	3	32267877	32272941	1	Os03g0778000
Os08t0263600-00	IRGSP-1.0	8	9985994	9990182	1	Os08g0263600
Os09t0400600-01	IRGSP-1.0	9	14019898	14021822	-1	Os09g0400600
Os05t0397800-01	IRGSP-1.0	5	19353553	19357897	1	Os05g0397800
Os06t0726400-04	IRGSP-1.0	6	30898181	30905366	-1	Os06g0726400
Os06t0726400-01	IRGSP-1.0	6	30897378	30905803	-1	Os06g0726400
Os06t0726400-03	IRGSP-1.0	6	30904759	30905385	-1	Os06g0726400
Os06t0726400-02	IRGSP-1.0	6	30898124	30905538	-1	Os06g0726400
Os03t0365000-00	IRGSP-1.0	3	14249197	14271743	1	Os03g0365000
Os12t0286600-01	IRGSP-1.0	12	10935594	10942446	-1	Os12g0286600
Os08t0200400-01	IRGSP-1.0	8	5811115	5816028	-1	Os08g0200400
Os01t0144800-01	IRGSP-1.0	1	2414271	2415072	1	Os01g0144800
Os02t0782300-02	IRGSP-1.0	2	33174881	33175427	-1	Os02g0782300
Os02t0782300-01	IRGSP-1.0	2	33170108	33175595	-1	Os02g0782300
Os07t0561300-01	IRGSP-1.0	7	22411227	22413069	-1	Os07g0561300
Os02t0118400-01	IRGSP-1.0	2	961519	965454	1	Os02g0118400
Os02t0118400-02	IRGSP-1.0	2	961549	965543	1	Os02g0118400
Os01t0887550-00	IRGSP-1.0	1	38563355	38563756	-1	Os01g0887550
Os09t0133600-02	IRGSP-1.0	9	2549094	2552721	1	Os09g0133600
Os09t0133600-01	IRGSP-1.0	9	2549092	2552715	1	Os09g0133600
Os02t0320600-00	IRGSP-1.0	2	12777819	12778430	1	Os02g0320600
Os12t0594950-01	IRGSP-1.0	12	24974393	24975143	1	Os12g0594950
Os11t0467966-00	IRGSP-1.0	11	16087020	16087847	-1	Os11g0467966
Os07t0627000-01	IRGSP-1.0	7	25980423	25984853	1	Os07g0627000
Os01t0588000-01	IRGSP-1.0	1	22901067	22902273	-1	Os01g0588000
Os04t0616000-01	IRGSP-1.0	4	31254843	31257934	-1	Os04g0616000
Os06t0644250-00	IRGSP-1.0	6	26272978	26278265	-1	Os06g0644250
Os05t0513800-02	IRGSP-1.0	5	25476232	25478181	1	Os05g0513800
Os05t0513800-01	IRGSP-1.0	5	25474799	25477024	1	Os05g0513800
Os08t0494350-00	IRGSP-1.0	8	24402687	24403874	1	Os08g0494350
Os06t0492750-00	IRGSP-1.0	6	17044190	17045874	-1	Os06g0492750
Os06t0718400-00	IRGSP-1.0	6	30528045	30529070	1	Os06g0718400
Os01t0917400-02	IRGSP-1.0	1	40006067	40009602	-1	Os01g0917400
Os01t0917400-03	IRGSP-1.0	1	40006543	40008672	-1	Os01g0917400
Os01t0917400-01	IRGSP-1.0	1	40006545	40010924	-1	Os01g0917400
Os02t0643200-01	IRGSP-1.0	2	25839537	25842582	-1	Os02g0643200
Os12t0117100-01	IRGSP-1.0	12	854005	855382	1	Os12g0117100
Os02t0630475-00	IRGSP-1.0	2	25199769	25203644	1	Os02g0630475
Os01t0213350-01	IRGSP-1.0	1	6195350	6199436	1	Os01g0213350
Os06t0178950-00	IRGSP-1.0	6	3919643	3923967	-1	Os06g0178950
Os10t0109066-00	IRGSP-1.0	10	631995	633265	-1	Os10g0109066
Os02t0504800-01	IRGSP-1.0	2	17952030	17957355	-1	Os02g0504800
Os01t0110100-01	IRGSP-1.0	1	537710	543354	1	Os01g0110100
Os01t0116200-01	IRGSP-1.0	1	911735	914246	-1	Os01g0116200
Os09t0382300-00	IRGSP-1.0	9	12969034	12971764	-1	Os09g0382300
Os07t0268800-01	IRGSP-1.0	7	9738390	9740798	1	Os07g0268800
Os11t0151300-01	IRGSP-1.0	11	2382462	2383247	-1	Os11g0151300
Os05t0183200-00	IRGSP-1.0	5	5025091	5025393	-1	Os05g0183200
Os02t0222000-00	IRGSP-1.0	2	6802928	6805159	1	Os02g0222000
Os06t0714000-01	IRGSP-1.0	6	30274475	30279002	-1	Os06g0714000
Os12t0267200-01	IRGSP-1.0	12	9531874	9540793	1	Os12g0267200
Os09t0482400-01	IRGSP-1.0	9	18525590	18529774	-1	Os09g0482400
Os09t0482400-03	IRGSP-1.0	9	18525623	18527160	-1	Os09g0482400
Os02t0735100-01	IRGSP-1.0	2	30669217	30672861	1	Os02g0735100
Os11t0609500-01	IRGSP-1.0	11	23540796	23548581	-1	Os11g0609500
Os07t0118900-02	IRGSP-1.0	7	1012774	1014985	1	Os07g0118900
Os07t0118900-01	IRGSP-1.0	7	1011880	1014985	1	Os07g0118900
Os02t0730600-00	IRGSP-1.0	2	30435012	30437515	1	Os02g0730600
Os10t0133800-00	IRGSP-1.0	10	2107756	2109186	-1	Os10g0133800
Os11t0492100-01	IRGSP-1.0	11	17416016	17417528	-1	Os11g0492100
Os03t0170000-01	IRGSP-1.0	3	3751182	3753905	1	Os03g0170000
Os02t0279600-00	IRGSP-1.0	2	10330699	10333765	1	Os02g0279600
Os02t0721800-01	IRGSP-1.0	2	29950718	29956811	-1	Os02g0721800
Os05t0372800-01	IRGSP-1.0	5	17951299	17954214	1	Os05g0372800
Os08t0558600-02	IRGSP-1.0	8	27956314	27958937	-1	Os08g0558600
Os08t0558600-01	IRGSP-1.0	8	27956314	27958978	-1	Os08g0558600
Os01t0939500-00	IRGSP-1.0	1	41242467	41243777	1	Os01g0939500
Os01t0823500-01	IRGSP-1.0	1	35167601	35169129	-1	Os01g0823500
Os04t0387600-01	IRGSP-1.0	4	19061597	19062100	-1	Os04g0387600
Os02t0263432-00	IRGSP-1.0	2	9288823	9290817	1	Os02g0263432
Os03t0731900-01	IRGSP-1.0	3	29950669	29953904	-1	Os03g0731900
Os11t0214700-00	IRGSP-1.0	11	5962686	5974624	1	Os11g0214700
Os01t0166200-01	IRGSP-1.0	1	3401204	3402049	-1	Os01g0166200
Os12t0156866-00	IRGSP-1.0	12	2816100	2822955	1	Os12g0156866
Os01t0598600-03	IRGSP-1.0	1	23515624	23516765	1	Os01g0598600
Os01t0598600-01	IRGSP-1.0	1	23515008	23516765	1	Os01g0598600
Os06t0168800-01	IRGSP-1.0	6	3460493	3465373	-1	Os06g0168800
Os06t0168800-02	IRGSP-1.0	6	3460493	3463719	-1	Os06g0168800
Os04t0139201-01	IRGSP-1.0	4	2690138	2695153	1	Os04g0139201
Os08t0103400-00	IRGSP-1.0	8	190890	194555	-1	Os08g0103400
Os06t0328966-00	IRGSP-1.0	6	12967600	12969077	1	Os06g0328966
Os02t0500250-01	IRGSP-1.0	2	17641115	17645569	1	Os02g0500250
Os04t0584700-01	IRGSP-1.0	4	29535821	29536764	-1	Os04g0584700
Os01t0265400-01	IRGSP-1.0	1	9040786	9053950	-1	Os01g0265400
Os01t0265400-02	IRGSP-1.0	1	9041580	9046083	-1	Os01g0265400
Os11t0558400-00	IRGSP-1.0	11	20748838	20751918	-1	Os11g0558400
Os06t0244901-00	IRGSP-1.0	6	7531397	7534055	-1	Os06g0244901
Os04t0494300-00	IRGSP-1.0	4	24712259	24717577	1	Os04g0494300
Os08t0143700-01	IRGSP-1.0	8	2412327	2418672	-1	Os08g0143700
Os01t0595725-00	IRGSP-1.0	1	23347762	23353061	-1	Os01g0595725
Os08t0293250-00	IRGSP-1.0	8	11777372	11781079	-1	Os08g0293250
Os01t0823951-00	IRGSP-1.0	1	35192320	35192671	1	Os01g0823951
Os04t0517000-01	IRGSP-1.0	4	25835663	25837775	1	Os04g0517000
Os11t0249600-01	IRGSP-1.0	11	8090152	8091256	-1	Os11g0249600
Os03t0851800-02	IRGSP-1.0	3	35865273	35867786	1	Os03g0851800
Os03t0851800-01	IRGSP-1.0	3	35865202	35867774	1	Os03g0851800
Os09t0363400-00	IRGSP-1.0	9	11895843	11898477	1	Os09g0363400
Os05t0438700-01	IRGSP-1.0	5	21499449	21500179	-1	Os05g0438700
Os01t0780800-01	IRGSP-1.0	1	33073583	33078968	-1	Os01g0780800
Os01t0780800-02	IRGSP-1.0	1	33077475	33078862	-1	Os01g0780800
Os06t0587300-01	IRGSP-1.0	6	23017969	23021462	-1	Os06g0587300
Os02t0167700-01	IRGSP-1.0	2	3659299	3669323	-1	Os02g0167700
Os04t0525900-01	IRGSP-1.0	4	26300029	26307657	1	Os04g0525900
Os08t0542800-01	IRGSP-1.0	8	27159045	27161026	-1	Os08g0542800
Os01t0958100-02	IRGSP-1.0	1	42234600	42237393	-1	Os01g0958100
Os01t0958100-01	IRGSP-1.0	1	42234585	42237456	-1	Os01g0958100
Os05t0367400-01	IRGSP-1.0	5	17644847	17649658	-1	Os05g0367400
Os09t0516600-01	IRGSP-1.0	9	20122454	20127415	-1	Os09g0516600
Os09t0516600-02	IRGSP-1.0	9	20122516	20127336	-1	Os09g0516600
Os01t0185300-01	IRGSP-1.0	1	4528237	4532862	1	Os01g0185300
Os01t0185300-02	IRGSP-1.0	1	4531773	4532859	1	Os01g0185300
Os07t0468900-01	IRGSP-1.0	7	16734528	16735712	-1	Os07g0468900
Os07t0468900-02	IRGSP-1.0	7	16732847	16735148	-1	Os07g0468900
Os09t0501850-01	IRGSP-1.0	9	19415497	19417999	-1	Os09g0501850
Os07t0635200-00	IRGSP-1.0	7	26367250	26368932	1	Os07g0635200
Os10t0392650-00	IRGSP-1.0	10	13088941	13090873	-1	Os10g0392650
Os01t0798100-02	IRGSP-1.0	1	33790595	33794090	1	Os01g0798100
Os01t0798100-01	IRGSP-1.0	1	33790593	33794100	1	Os01g0798100
Os04t0290800-00	IRGSP-1.0	4	12645868	12651648	1	Os04g0290800
Os06t0693500-01	IRGSP-1.0	6	28954620	28957837	1	Os06g0693500
Os03t0150500-01	IRGSP-1.0	3	2804141	2805941	1	Os03g0150500
Os05t0295200-01	IRGSP-1.0	5	13057124	13060284	-1	Os05g0295200
Os02t0744800-01	IRGSP-1.0	2	31233390	31234486	1	Os02g0744800
Os03t0784500-01	IRGSP-1.0	3	32560362	32562816	-1	Os03g0784500
Os02t0722001-00	IRGSP-1.0	2	29960114	29978603	-1	Os02g0722001
Os03t0206100-01	IRGSP-1.0	3	5547251	5547731	-1	Os03g0206100
Os09t0537700-02	IRGSP-1.0	9	21155963	21157945	-1	Os09g0537700
Os12t0203900-01	IRGSP-1.0	12	5429518	5430465	-1	Os12g0203900
Os07t0221300-01	IRGSP-1.0	7	6695014	6698622	-1	Os07g0221300
Os03t0112600-00	IRGSP-1.0	3	713808	714995	1	Os03g0112600
Os03t0454100-01	IRGSP-1.0	3	19518897	19525900	-1	Os03g0454100
Os05t0352750-00	IRGSP-1.0	5	16669918	16671903	1	Os05g0352750
Os08t0483100-01	IRGSP-1.0	8	23869863	23871110	-1	Os08g0483100
Os01t0775200-01	IRGSP-1.0	1	32768618	32773207	1	Os01g0775200
Os01t0775200-02	IRGSP-1.0	1	32768781	32773128	1	Os01g0775200
Os01t0775200-03	IRGSP-1.0	1	32768848	32773224	1	Os01g0775200
Os11t0586200-00	IRGSP-1.0	11	22173768	22174764	-1	Os11g0586200
Os09t0474000-01	IRGSP-1.0	9	18122627	18123463	-1	Os09g0474000
Os06t0694000-01	IRGSP-1.0	6	28969545	28974541	-1	Os06g0694000
Os03t0103800-01	IRGSP-1.0	3	268645	272800	1	Os03g0103800
Os12t0556200-01	IRGSP-1.0	12	22628910	22632952	1	Os12g0556200
Os05t0512000-01	IRGSP-1.0	5	25357253	25362761	-1	Os05g0512000
Os01t0974701-01	IRGSP-1.0	1	43071516	43072507	1	Os01g0974701
Os01t0263600-02	IRGSP-1.0	1	8933109	8948825	1	Os01g0263600
Os01t0263600-01	IRGSP-1.0	1	8931299	8948832	1	Os01g0263600
Os01t0565900-01	IRGSP-1.0	1	21631182	21633086	1	Os01g0565900
Os02t0104200-02	IRGSP-1.0	2	205458	207444	1	Os02g0104200
Os02t0104200-01	IRGSP-1.0	2	205432	207453	1	Os02g0104200
Os05t0193700-00	IRGSP-1.0	5	5747345	5747866	1	Os05g0193700
Os06t0301400-00	IRGSP-1.0	6	11283478	11293833	-1	Os06g0301400
Os05t0408300-01	IRGSP-1.0	5	19934675	19938244	-1	Os05g0408300
Os09t0515400-01	IRGSP-1.0	9	20073815	20076697	1	Os09g0515400
Os04t0171232-00	IRGSP-1.0	4	4853362	4853694	-1	Os04g0171232
Os06t0708600-01	IRGSP-1.0	6	29976876	29977647	1	Os06g0708600
Os04t0415000-01	IRGSP-1.0	4	20508625	20509566	1	Os04g0415000
Os09t0242000-00	IRGSP-1.0	9	3164281	3164508	1	Os09g0242000
Os08t0545500-00	IRGSP-1.0	8	27320678	27325475	-1	Os08g0545500
Os11t0514700-00	IRGSP-1.0	11	18443855	18445713	-1	Os11g0514700
Os06t0152500-00	IRGSP-1.0	6	2710189	2712417	1	Os06g0152500
Os06t0494250-00	IRGSP-1.0	6	17160470	17163731	1	Os06g0494250
Os02t0318400-01	IRGSP-1.0	2	12656300	12657291	-1	Os02g0318400
Os01t0544450-01	IRGSP-1.0	1	20192025	20196937	1	Os01g0544450
Os08t0124651-00	IRGSP-1.0	8	1369399	1370380	1	Os08g0124651
Os11t0546000-01	IRGSP-1.0	11	20129027	20134231	1	Os11g0546000
Os11t0546000-02	IRGSP-1.0	11	20129081	20134222	1	Os11g0546000
Os02t0708200-01	IRGSP-1.0	2	29277662	29283858	1	Os02g0708200
Os10t0328700-01	IRGSP-1.0	10	9213110	9215332	1	Os10g0328700
Os09t0544700-00	IRGSP-1.0	9	21524369	21525566	-1	Os09g0544700
Os08t0544500-01	IRGSP-1.0	8	27277738	27290452	-1	Os08g0544500
Os01t0630900-00	IRGSP-1.0	1	25219700	25221448	1	Os01g0630900
Os08t0469050-00	IRGSP-1.0	8	23069173	23070504	-1	Os08g0469050
Os05t0311000-01	IRGSP-1.0	5	14191542	14197286	1	Os05g0311000
Os05t0311000-02	IRGSP-1.0	5	14194345	14197286	1	Os05g0311000
Os04t0609525-00	IRGSP-1.0	4	30869621	30871743	-1	Os04g0609525
Os03t0366350-01	IRGSP-1.0	3	14323784	14326412	-1	Os03g0366350
Os07t0554900-01	IRGSP-1.0	7	22101917	22105152	1	Os07g0554900
Os09t0299000-01	IRGSP-1.0	9	7316075	7322207	1	Os09g0299000
Os09t0299000-02	IRGSP-1.0	9	7316075	7322324	1	Os09g0299000
Os02t0725300-01	IRGSP-1.0	2	30148858	30153815	1	Os02g0725300
Os02t0725300-04	IRGSP-1.0	2	30150510	30153815	1	Os02g0725300
Os02t0725300-03	IRGSP-1.0	2	30148866	30149378	1	Os02g0725300
Os02t0725300-02	IRGSP-1.0	2	30148866	30149898	1	Os02g0725300
Os12t0635500-01	IRGSP-1.0	12	27243709	27246146	1	Os12g0635500
Os06t0136800-01	IRGSP-1.0	6	1949464	1953284	1	Os06g0136800
Os11t0574233-00	IRGSP-1.0	11	21568672	21569308	-1	Os11g0574233
Os10t0183150-00	IRGSP-1.0	10	5694473	5696682	1	Os10g0183150
Os06t0297500-00	IRGSP-1.0	6	11024550	11027137	-1	Os06g0297500
Os06t0143900-02	IRGSP-1.0	6	2320914	2324286	-1	Os06g0143900
Os06t0143900-01	IRGSP-1.0	6	2320837	2329651	-1	Os06g0143900
Os06t0143900-03	IRGSP-1.0	6	2320837	2323572	-1	Os06g0143900
Os09t0551300-02	IRGSP-1.0	9	21828178	21833462	1	Os09g0551300
Os09t0551300-01	IRGSP-1.0	9	21828178	21832911	1	Os09g0551300
Os05t0147700-00	IRGSP-1.0	5	2737975	2738723	-1	Os05g0147700
Os03t0753750-00	IRGSP-1.0	3	31085814	31086050	1	Os03g0753750
Os01t0635400-02	IRGSP-1.0	1	25468113	25468608	1	Os01g0635400
Os01t0635400-01	IRGSP-1.0	1	25466388	25474144	1	Os01g0635400
Os07t0655400-01	IRGSP-1.0	7	27550899	27555186	1	Os07g0655400
Os10t0474250-00	IRGSP-1.0	10	17646133	17649221	1	Os10g0474250
Os01t0686400-01	IRGSP-1.0	1	28316497	28317263	1	Os01g0686400
Os03t0149300-01	IRGSP-1.0	3	2748162	2753327	-1	Os03g0149300
Os01t0759000-01	IRGSP-1.0	1	31925866	31926934	1	Os01g0759000
Os01t0154200-00	IRGSP-1.0	1	2920425	2921321	-1	Os01g0154200
Os09t0401200-02	IRGSP-1.0	9	14048689	14051283	-1	Os09g0401200
Os09t0401200-01	IRGSP-1.0	9	14050930	14053566	-1	Os09g0401200
Os09t0482860-01	IRGSP-1.0	9	18642413	18643998	-1	Os09g0482860
Os05t0364600-01	IRGSP-1.0	5	17446137	17453102	1	Os05g0364600
Os05t0317300-01	IRGSP-1.0	5	14702104	14705055	-1	Os05g0317300
Os03t0624000-00	IRGSP-1.0	3	23694318	23695622	1	Os03g0624000
Os05t0355500-01	IRGSP-1.0	5	16861470	16862900	-1	Os05g0355500
Os02t0537775-00	IRGSP-1.0	2	19895179	19896404	-1	Os02g0537775
Os01t0126401-01	IRGSP-1.0	1	1445541	1449450	-1	Os01g0126401
Os05t0350700-02	IRGSP-1.0	5	16566619	16577289	1	Os05g0350700
Os05t0350700-01	IRGSP-1.0	5	16566541	16577995	1	Os05g0350700
Os03t0854000-01	IRGSP-1.0	3	35973553	35974425	1	Os03g0854000
Os08t0524501-00	IRGSP-1.0	8	26091092	26092692	-1	Os08g0524501
Os04t0334951-01	IRGSP-1.0	4	15661409	15683093	-1	Os04g0334951
Os06t0100550-00	IRGSP-1.0	6	38340	38628	1	Os06g0100550
Os10t0495433-00	IRGSP-1.0	10	18850191	18850475	-1	Os10g0495433
Os12t0586300-00	IRGSP-1.0	12	24475101	24477611	1	Os12g0586300
Os02t0478700-01	IRGSP-1.0	2	16445679	16447357	1	Os02g0478700
Os03t0808300-01	IRGSP-1.0	3	33791008	33792733	-1	Os03g0808300
Os01t0690900-00	IRGSP-1.0	1	28526306	28526710	1	Os01g0690900
Os02t0231000-00	IRGSP-1.0	2	7365983	7366298	1	Os02g0231000
Os05t0147600-01	IRGSP-1.0	5	2735367	2736996	1	Os05g0147600
Os05t0326625-00	IRGSP-1.0	5	15132717	15134330	-1	Os05g0326625
Os10t0369000-02	IRGSP-1.0	10	11581449	11582711	-1	Os10g0369000
Os10t0369000-01	IRGSP-1.0	10	11581310	11585280	-1	Os10g0369000
Os05t0479025-01	IRGSP-1.0	5	23551056	23553806	1	Os05g0479025
Os02t0706900-00	IRGSP-1.0	2	29224218	29226240	-1	Os02g0706900
Os07t0115200-01	IRGSP-1.0	7	834313	835728	-1	Os07g0115200
Os02t0497500-02	IRGSP-1.0	2	17489975	17501576	-1	Os02g0497500
Os02t0497500-01	IRGSP-1.0	2	17494296	17505476	-1	Os02g0497500
Os12t0406732-00	IRGSP-1.0	12	12298858	12302210	1	Os12g0406732
Os09t0326800-01	IRGSP-1.0	9	9620376	9628563	1	Os09g0326800
Os01t0667000-00	IRGSP-1.0	1	27269167	27270223	-1	Os01g0667000
Os04t0520700-01	IRGSP-1.0	4	26074703	26075861	-1	Os04g0520700
Os01t0774001-00	IRGSP-1.0	1	32721463	32721914	-1	Os01g0774001
Os12t0502200-01	IRGSP-1.0	12	19129927	19133740	1	Os12g0502200
Os01t0556650-00	IRGSP-1.0	1	21039083	21040738	-1	Os01g0556650
Os01t0265100-01	IRGSP-1.0	1	9019849	9024048	-1	Os01g0265100
Os02t0684900-01	IRGSP-1.0	2	28018649	28020515	1	Os02g0684900
Os01t0628900-01	IRGSP-1.0	1	25119734	25121919	1	Os01g0628900
Os10t0547500-01	IRGSP-1.0	10	21417294	21419832	1	Os10g0547500
Os09t0311600-01	IRGSP-1.0	9	8348957	8354350	-1	Os09g0311600
Os02t0827500-01	IRGSP-1.0	2	35564830	35567513	1	Os02g0827500
Os03t0832850-00	IRGSP-1.0	3	34985430	34990518	-1	Os03g0832850
Os01t0880250-00	IRGSP-1.0	1	38199826	38202367	-1	Os01g0880250
Os02t0569000-01	IRGSP-1.0	2	21662608	21664276	1	Os02g0569000
Os08t0361000-01	IRGSP-1.0	8	16626925	16633250	1	Os08g0361000
Os01t0620100-01	IRGSP-1.0	1	24703771	24708911	-1	Os01g0620100
Os04t0590100-00	IRGSP-1.0	4	29827885	29828919	1	Os04g0590100
Os01t0656300-00	IRGSP-1.0	1	26679997	26680317	-1	Os01g0656300
Os03t0824100-01	IRGSP-1.0	3	34610054	34614454	-1	Os03g0824100
Os02t0598300-01	IRGSP-1.0	2	23266498	23271949	1	Os02g0598300
Os04t0385650-01	IRGSP-1.0	4	18924957	18928259	1	Os04g0385650
Os01t0506100-01	IRGSP-1.0	1	17605172	17606920	1	Os01g0506100
Os01t0506100-02	IRGSP-1.0	1	17605172	17607509	1	Os01g0506100
Os12t0185900-01	IRGSP-1.0	12	4334013	4338337	-1	Os12g0185900
Os01t0586801-00	IRGSP-1.0	1	22835224	22835478	1	Os01g0586801
Os03t0311600-01	IRGSP-1.0	3	11133136	11134225	1	Os03g0311600
Os07t0613800-00	IRGSP-1.0	7	25273385	25273944	-1	Os07g0613800
Os05t0192100-01	IRGSP-1.0	5	5652659	5654777	-1	Os05g0192100
Os06t0273300-01	IRGSP-1.0	6	9229868	9231628	-1	Os06g0273300
Os02t0727966-01	IRGSP-1.0	2	30290562	30293723	-1	Os02g0727966
Os04t0363700-01	IRGSP-1.0	4	17491617	17493883	-1	Os04g0363700
Os06t0332800-01	IRGSP-1.0	6	13196376	13198623	-1	Os06g0332800
Os12t0233600-01	IRGSP-1.0	12	7326025	7327448	1	Os12g0233600
Os01t0604000-01	IRGSP-1.0	1	23782638	23784025	-1	Os01g0604000
Os01t0938200-01	IRGSP-1.0	1	41193350	41198903	1	Os01g0938200
Os05t0501350-00	IRGSP-1.0	5	24675289	24675934	-1	Os05g0501350
Os04t0465900-00	IRGSP-1.0	4	23294062	23295712	-1	Os04g0465900
Os02t0724000-01	IRGSP-1.0	2	30094300	30099072	1	Os02g0724000
Os07t0158200-01	IRGSP-1.0	7	3118819	3122484	1	Os07g0158200
Os03t0389100-01	IRGSP-1.0	3	15567899	15572135	-1	Os03g0389100
Os06t0697200-00	IRGSP-1.0	6	29163800	29166676	1	Os06g0697200
Os10t0412050-00	IRGSP-1.0	10	14348848	14353676	-1	Os10g0412050
Os04t0530000-01	IRGSP-1.0	4	26511352	26515329	-1	Os04g0530000
Os05t0454500-01	IRGSP-1.0	5	22303574	22306360	-1	Os05g0454500
Os09t0501700-00	IRGSP-1.0	9	19413412	19414815	-1	Os09g0501700
Os05t0517800-00	IRGSP-1.0	5	25663054	25665464	1	Os05g0517800
Os06t0177600-00	IRGSP-1.0	6	3884162	3886381	1	Os06g0177600
Os11t0571900-01	IRGSP-1.0	11	21413596	21417634	1	Os11g0571900
Os07t0124500-01	IRGSP-1.0	7	1274555	1278717	1	Os07g0124500
Os08t0517001-00	IRGSP-1.0	8	25644675	25644980	-1	Os08g0517001
Os05t0426100-00	IRGSP-1.0	5	20877789	20879887	1	Os05g0426100
Os11t0532600-01	IRGSP-1.0	11	19385813	19388767	1	Os11g0532600
Os01t0512400-01	IRGSP-1.0	1	18062252	18062861	-1	Os01g0512400
Os07t0240400-01	IRGSP-1.0	7	7796136	7796981	-1	Os07g0240400
Os01t0590900-01	IRGSP-1.0	1	23090754	23095161	1	Os01g0590900
Os11t0672900-01	IRGSP-1.0	11	27191253	27192552	1	Os11g0672900
Os08t0187700-01	IRGSP-1.0	8	5119189	5128123	-1	Os08g0187700
Os11t0470966-01	IRGSP-1.0	11	16195482	16198355	1	Os11g0470966
Os01t0536466-00	IRGSP-1.0	1	19509834	19510988	-1	Os01g0536466
Os11t0111900-01	IRGSP-1.0	11	558812	560658	-1	Os11g0111900
Os02t0148500-01	IRGSP-1.0	2	2664442	2668161	1	Os02g0148500
Os09t0440851-01	IRGSP-1.0	9	16351480	16354470	-1	Os09g0440851
Os06t0298100-01	IRGSP-1.0	6	11068825	11069781	-1	Os06g0298100
Os05t0401300-01	IRGSP-1.0	5	19514302	19517416	1	Os05g0401300
Os09t0306800-01	IRGSP-1.0	9	7925628	7938161	-1	Os09g0306800
Os05t0376600-01	IRGSP-1.0	5	18170370	18182863	-1	Os05g0376600
Os03t0654800-01	IRGSP-1.0	3	25537516	25538078	1	Os03g0654800
Os10t0188100-02	IRGSP-1.0	10	6082456	6087843	-1	Os10g0188100
Os10t0188100-03	IRGSP-1.0	10	6080212	6087779	-1	Os10g0188100
Os10t0188100-01	IRGSP-1.0	10	6079970	6087844	-1	Os10g0188100
Os10t0188100-04	IRGSP-1.0	10	6080199	6084461	-1	Os10g0188100
Os07t0693000-01	IRGSP-1.0	7	29484521	29487346	1	Os07g0693000
Os10t0372100-01	IRGSP-1.0	10	11784282	11788237	-1	Os10g0372100
Os08t0300333-00	IRGSP-1.0	8	12350802	12356418	-1	Os08g0300333
Os03t0848400-01	IRGSP-1.0	3	35673669	35676851	-1	Os03g0848400
Os03t0848400-02	IRGSP-1.0	3	35673736	35676696	-1	Os03g0848400
Os03t0776400-01	IRGSP-1.0	3	32193639	32195091	-1	Os03g0776400
Os06t0631800-01	IRGSP-1.0	6	25583151	25585088	1	Os06g0631800
Os12t0107500-01	IRGSP-1.0	12	411252	413224	1	Os12g0107500
Os03t0582550-00	IRGSP-1.0	3	21428825	21429391	1	Os03g0582550
Os08t0168000-01	IRGSP-1.0	8	3972195	3977096	1	Os08g0168000
Os01t0841450-00	IRGSP-1.0	1	36120000	36120777	-1	Os01g0841450
Os10t0542900-01	IRGSP-1.0	10	21205700	21207611	1	Os10g0542900
Os05t0485500-01	IRGSP-1.0	5	23873730	23874280	-1	Os05g0485500
Os07t0409500-01	IRGSP-1.0	7	12777061	12777976	1	Os07g0409500
Os07t0682250-00	IRGSP-1.0	7	28922317	28923550	-1	Os07g0682250
Os08t0276200-01	IRGSP-1.0	8	10637548	10639603	-1	Os08g0276200
Os01t0627450-00	IRGSP-1.0	1	25040923	25043717	-1	Os01g0627450
